"AfreecaTV (Korean)",AfreecaTV,/store/apps/developer?id=AfreecaTV,MEDIA_AND_VIDEO,True,0.0,349391,3.30019116401672
"Xray Scanner Prank",porrassoft,/store/apps/developer?id=porrassoft,ENTERTAINMENT,True,0.0,261425,3.37131881713867
"CityShop - for Craigslist","YYH Creative",/store/apps/developer?id=YYH+Creative,SHOPPING,True,0.0,139689,3.21769237518311
"Blurb Checkout","Blurb Inc.",/store/apps/developer?id=Blurb+Inc.,PHOTOGRAPHY,True,0.0,128881,1.61926889419556
"spモードメール","NTT DOCOMO",/store/apps/developer?id=NTT+DOCOMO,COMMUNICATION,True,0.0,128880,2.19094562530518
"Aviary Stickers: Free Pack","Aviary, Inc.","/store/apps/developer?id=Aviary,+Inc.",LIBRARIES_AND_DEMO,True,0.0,122623,3.49734544754028
"Kugou Music","酷狗 音乐",/store/apps/developer?id=%E9%85%B7%E7%8B%97+%E9%9F%B3%E4%B9%90,MUSIC_AND_AUDIO,True,0.0,117837,2.99812459945679
"Video Maker Movie Editor",Rabbit,/store/apps/developer?id=Rabbit,MEDIA_AND_VIDEO,True,0.0,109430,3.29548573493958
"ZombieTown Minecraft Wallpaper","Otter Studios",/store/apps/developer?id=Otter+Studios,PERSONALIZATION,True,0.0,108899,3.39195942878723
"Wifi pass",Castetor,/store/apps/developer?id=Castetor,TOOLS,True,0.0,106802,3.23434233665466
"Make Me Bald","Swiss Codemonkeys",/store/apps/dev?id=7475663123286531484,ENTERTAINMENT,True,0.0,98696,3.36633062362671
.Tuenti,Tuenti,/store/apps/developer?id=Tuenti,COMMUNICATION,True,0.0,94384,3.0904495716095
"Video Maker Pro Free",HALBERT,/store/apps/developer?id=HALBERT,MEDIA_AND_VIDEO,True,0.0,93984,3.42862606048584
"PPS (for Mobile)",PPS.TV,/store/apps/developer?id=PPS.TV,ENTERTAINMENT,True,0.0,91390,3.46970057487488
"Xray Scan","RQ Droid",/store/apps/developer?id=RQ+Droid,ENTERTAINMENT,True,0.0,90326,2.91569423675537
Layar,Layar,/store/apps/developer?id=Layar,LIFESTYLE,True,0.0,88544,3.32405304908752
"Night Vision Camera",Fingersoft,/store/apps/developer?id=Fingersoft,PHOTOGRAPHY,True,0.0,86530,3.48080348968506
